rackTotCnt,stationName,parkingBikeTotCnt,shared,stationLatitude,stationLongitude,stationId,updated_at
10,2398. 더라움,2,20,37.50811005,127.03945160,ST-1568,2025-09-04T10:00:00.000+09:00
10,2401. 밀알학교 입구 (삼성서울병원 입구),0,0,37.48656082,127.08267212,ST-1571,2025-09-04T10:00:00.000+09:00
10,2403. 공무원연금매점 교차로 (개포주공9단지 입구),14,140,37.48871994,127.07453918,ST-1573,2025-09-04T10:00:00.000+09:00
10,2404. 대모산입구역 4번 출구 앞,48,480,37.49180984,127.07315826,ST-1574,2025-09-04T10:00:00.000+09:00
14,2405. 청담공원앞 교차로,14,100,37.51871109,127.05084991,ST-1575,2025-09-04T10:00:00.000+09:00
10,2406. 논현동 광명빌딩 앞,3,30,37.51757050,127.02364349,ST-1576,2025-09-04T10:00:00.000+09:00
10,2407. 역삼서초삼성 세무서 앞 (역삼빌딩 앞),1,10,37.49847031,127.03011322,ST-1577,2025-09-04T10:00:00.000+09:00
14,2408. 강남한양수자인아파트,44,314,37.47734070,127.11327362,ST-1578,2025-09-04T10:00:00.000+09:00
20,2409. 역삼동 디오슈페리움 (우성아파트 사거리),15,75,37.49206161,127.03074646,ST-1679,2025-09-04T10:00:00.000+09:00
10,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),1,10,37.49959946,127.03375244,ST-1680,2025-09-04T10:00:00.000+09:00
15,2411. 세곡동 성당,32,213,37.47296906,127.11222839,ST-1703,2025-09-04T10:00:00.000+09:00
20,2413.도곡역 1번 출구,24,120,37.49095917,127.05498505,ST-1879,2025-09-04T10:00:00.000+09:00
20,2414. 도곡역 아카데미스위트 앞,3,15,37.48897171,127.05182648,ST-1880,2025-09-04T10:00:00.000+09:00
15,2415.한티역 롯데백화점 앞,2,13,37.49667358,127.05342865,ST-1881,2025-09-04T10:00:00.000+09:00
10,2416.한티역 6번 출구,0,0,37.49589920,127.05219269,ST-1882,2025-09-04T10:00:00.000+09:00
10,"2417.선정릉 디캠프(D,CAMP)앞",7,70,37.50799942,127.04524994,ST-1883,2025-09-04T10:00:00.000+09:00
10,2418.봉은사역 7번 출구 ,1,10,37.51393509,127.05982208,ST-1884,2025-09-04T10:00:00.000+09:00
13,"2419.봉은사역 1,2번 출구 ",1,8,37.51430893,127.05970001,ST-1885,2025-09-04T10:00:00.000+09:00
20,2420.학여울역 사거리(LG베스트샵 앞),1,5,37.49689484,127.07013702,ST-1886,2025-09-04T10:00:00.000+09:00
10,2422.수서동 성당 맞은편,26,260,37.48416901,127.09484863,ST-1888,2025-09-04T10:00:00.000+09:00
10,2423.영희초교 사거리(래미안개포루체하임),21,210,37.49083710,127.08065033,ST-1889,2025-09-04T10:00:00.000+09:00
20,2425.세곡동 사거리(대왕초등학교 정류장),30,150,37.46461868,127.10684967,ST-1891,2025-09-04T10:00:00.000+09:00
10,2426.강남한신휴플러스 6단지,13,130,37.46829605,127.10469818,ST-1892,2025-09-04T10:00:00.000+09:00
10,2427.개포고등학교 정문앞,7,70,37.48485184,127.05837250,ST-1893,2025-09-04T10:00:00.000+09:00
10,2429.압구정로데오역 6번출구,1,10,37.52745438,127.04042816,ST-1895,2025-09-04T10:00:00.000+09:00
10,2430.강남파이낸스센터앞(역삼역2번출구),0,0,37.50024414,127.03605652,ST-1896,2025-09-04T10:00:00.000+09:00
10,2431.대치역 7번출구,24,240,37.49411774,127.06290436,ST-1897,2025-09-04T10:00:00.000+09:00
10,2501. 서초 포레스타5단지,24,240,37.45066071,127.05706024,ST-1552,2025-09-04T10:00:00.000+09:00
9,2502. 서초역1번출구 앞,2,22,37.49195099,127.00855255,ST-1553,2025-09-04T10:00:00.000+09:00
10,2503. 반포1동 서초빌딩 앞,12,120,37.50381088,127.02136230,ST-1554,2025-09-04T10:00:00.000+09:00
10,2504. 신사역 4번출구 뒤,8,80,37.51588058,127.01930237,ST-1555,2025-09-04T10:00:00.000+09:00
12,2505. 우성아파트사거리 (기업은행앞),6,50,37.49325943,127.02953339,ST-1556,2025-09-04T10:00:00.000+09:00
10,2506. LG유플러스 (방배사옥),0,0,37.47909164,126.99067688,ST-1557,2025-09-04T10:00:00.000+09:00
16,2509. 심산기념문화센터,12,75,37.49836349,126.99114990,ST-1655,2025-09-04T10:00:00.000+09:00
8,2510. JW타워,3,38,37.48303986,127.02146149,ST-1735,2025-09-04T10:00:00.000+09:00
10,2511. 이수역 6번출구 앞,10,100,37.48398972,126.98234558,ST-1739,2025-09-04T10:00:00.000+09:00
10,2514.사평역 2번출구,1,10,37.50364304,127.01602173,ST-1899,2025-09-04T10:00:00.000+09:00
15,2515.서초초등학교 후문,6,40,37.49892807,127.02472687,ST-1900,2025-09-04T10:00:00.000+09:00
9,2516.본마을 노인복지센터 앞,32,356,37.45441818,127.05274200,ST-1901,2025-09-04T10:00:00.000+09:00
20,2517. 서초그랑자이 앞,26,130,37.48768234,127.02478790,ST-1902,2025-09-04T10:00:00.000+09:00
10,2518. 서초동 현대아파트 앞,7,70,37.48731613,127.02489471,ST-1903,2025-09-04T10:00:00.000+09:00
10,2519.서초2교(사임당로 방면),2,20,37.49100876,127.02352142,ST-1904,2025-09-04T10:00:00.000+09:00
20,2520.서초1교 (진흥아파트 방면),6,30,37.49593353,127.02177429,ST-1905,2025-09-04T10:00:00.000+09:00
13,2521.서초 크로바타워 앞,14,108,37.49556351,127.01918030,ST-1906,2025-09-04T10:00:00.000+09:00
10,2523.뉴코아 킴스클럽 앞,14,140,37.51019287,127.00725555,ST-1908,2025-09-04T10:00:00.000+09:00
15,2524.반포쇼핑타운 8동 앞,24,160,37.50735092,127.00801849,ST-1909,2025-09-04T10:00:00.000+09:00
20,2525.반포쇼핑타운 2동 앞,38,190,37.50560760,127.00215912,ST-1910,2025-09-04T10:00:00.000+09:00
12,2529.우리은행 방배동지점 앞,14,117,37.48991776,126.99208069,ST-1914,2025-09-04T10:00:00.000+09:00
15,2530.삼호3차아파트 앞,7,47,37.49779510,126.98706818,ST-1915,2025-09-04T10:00:00.000+09:00
20,2531.멤피스아파트 앞,18,90,37.49420547,126.98935699,ST-1916,2025-09-04T10:00:00.000+09:00
13,2532.국립국악원 앞,1,8,37.47820282,127.00878143,ST-1917,2025-09-04T10:00:00.000+09:00
10,2533.한가람미술관 앞,6,60,37.48087692,127.01452637,ST-1918,2025-09-04T10:00:00.000+09:00
10,2535.신반포역 3번출구 뒤,13,130,37.50362396,126.99732208,ST-1920,2025-09-04T10:00:00.000+09:00
10,2536.서초종합체육관 입구,1,10,37.45899582,127.04132080,ST-1921,2025-09-04T10:00:00.000+09:00
10,2537.양재역 8번출구 앞,1,10,37.48257065,127.03643799,ST-1922,2025-09-04T10:00:00.000+09:00
25,2538.사평리근린공원,31,124,37.52026749,127.01525116,ST-1923,2025-09-04T10:00:00.000+09:00
20,2539.대한무역투자진흥공사 KOTRA 앞,2,10,37.46540833,127.04377747,ST-2404,2025-09-04T10:00:00.000+09:00
10,2540.반포천 앞,4,40,37.49905014,126.99625397,ST-1924,2025-09-04T10:00:00.000+09:00
10,2541.옛골 입구,12,120,37.43097687,127.07033539,ST-1925,2025-09-04T10:00:00.000+09:00
10,2542.신논현타워 앞,8,80,37.50508881,127.02391052,ST-1926,2025-09-04T10:00:00.000+09:00
7,2547. 반포래미안 리오센트,19,271,37.51832199,127.01480865,ST-2414,2025-09-04T10:00:00.000+09:00
18,2548.반포1동 자율방범초소 옆,10,56,37.50847626,127.01676178,ST-2415,2025-09-04T10:00:00.000+09:00
10,2549.LH 서초 4단지 403동,14,140,37.45924759,127.02390289,ST-2416,2025-09-04T10:00:00.000+09:00
10,2550.양재동 꽃시장 건너편,12,120,37.46738434,127.04145813,ST-2417,2025-09-04T10:00:00.000+09:00
16,2601. 석촌호수 아뜰리에,17,106,37.50674820,127.09883118,ST-1590,2025-09-04T10:00:00.000+09:00
10,2603. 송파 글마루 도서관,19,190,37.48095322,127.13010406,ST-1592,2025-09-04T10:00:00.000+09:00
10,2604. 풍납토성 서성벽터A,27,270,37.53131104,127.11128235,ST-1627,2025-09-04T10:00:00.000+09:00
15,2605. 복정역 1번 출구 앞,10,67,37.47195435,127.12709808,ST-1656,2025-09-04T10:00:00.000+09:00
15,2606. 위례동주민센터,45,300,37.48117447,127.14361572,ST-1657,2025-09-04T10:00:00.000+09:00
10,2608. 송파구청,7,70,37.51499176,127.10611725,ST-1681,2025-09-04T10:00:00.000+09:00
10,2609. 보성중고등학교 후문 앞,6,60,37.52048874,127.13520050,ST-1682,2025-09-04T10:00:00.000+09:00
7,2611. 송파지역자활센터 뒤,71,1014,37.53641891,127.11616516,ST-1684,2025-09-04T10:00:00.000+09:00
5,2612. 광평교사거리 인근,0,0,37.48871994,127.10982513,ST-1685,2025-09-04T10:00:00.000+09:00
8,2613. 잠실나들목,40,500,37.51678085,127.09049225,ST-1705,2025-09-04T10:00:00.000+09:00
15,2614. 가락고등학교 앞,5,33,37.50186157,127.11723328,ST-1706,2025-09-04T10:00:00.000+09:00
15,2615. 테라타워2,2,13,37.48834991,127.12078094,ST-1707,2025-09-04T10:00:00.000+09:00
10,2616. 거여동 사거리,6,60,37.49704742,127.14035034,ST-1716,2025-09-04T10:00:00.000+09:00
15,2617. 가락삼환아파트 앞,1,7,37.49618149,127.13803101,ST-1717,2025-09-04T10:00:00.000+09:00
14,2618. 삼전역 1번출구,19,136,37.50471115,127.08756256,ST-1728,2025-09-04T10:00:00.000+09:00
9,2619. 석촌고분역 4번출구,35,389,37.50233841,127.09644318,ST-1729,2025-09-04T10:00:00.000+09:00
12,2620. 송파나루역 4번 출구옆,28,233,37.50997925,127.11231232,ST-1730,2025-09-04T10:00:00.000+09:00
15,2621. 한성백제역 2번 출구,6,40,37.51665878,127.11625671,ST-1719,2025-09-04T10:00:00.000+09:00
20,2622. 올림픽공원역 3번출구,3,15,37.51625824,127.13059235,ST-1720,2025-09-04T10:00:00.000+09:00
15,2623.석촌동 주민센터,30,200,37.50362396,127.10355377,ST-1851,2025-09-04T10:00:00.000+09:00
15,2625.가락종합 사회복지관,12,80,37.49553680,127.10720062,ST-1852,2025-09-04T10:00:00.000+09:00
15,"2626.경찰병원역 1,2번 출구 사이",1,7,37.49569321,127.12385559,ST-1853,2025-09-04T10:00:00.000+09:00
15,2627.문정시영아파트 5동 앞 공원,1,7,37.49112320,127.13510895,ST-1854,2025-09-04T10:00:00.000+09:00
15,2628.문정역 1번출구,16,107,37.48669815,127.12244415,ST-1855,2025-09-04T10:00:00.000+09:00
12,2630.서울방이동 고분군,3,25,37.50786591,127.11698914,ST-1857,2025-09-04T10:00:00.000+09:00
15,2631.배명고등학교,17,113,37.49741364,127.09630585,ST-1858,2025-09-04T10:00:00.000+09:00
9,2632.석촌고분역 2번 출구,32,356,37.50264359,127.09739685,ST-1859,2025-09-04T10:00:00.000+09:00
20,2633.송파학사 옆,4,20,37.47817993,127.14710236,ST-1860,2025-09-04T10:00:00.000+09:00
10,2634.위례포레샤인아파트 2318동,67,670,37.47799301,127.13723755,ST-1861,2025-09-04T10:00:00.000+09:00
21,2635.잠실새내역 1번출구,1,5,37.51129532,127.08673859,ST-1862,2025-09-04T10:00:00.000+09:00
15,2637. 아시아지하보도 14번 출구,6,40,37.51146317,127.07881165,ST-1864,2025-09-04T10:00:00.000+09:00
18,2639.석촌역 8번출구,6,33,37.50550461,127.10657501,ST-1866,2025-09-04T10:00:00.000+09:00
15,2641.송파역 4번출구,30,200,37.50004959,127.11151123,ST-1793,2025-09-04T10:00:00.000+09:00
12,2642.마천동 성내천 쉼터,14,117,37.50149536,127.14778137,ST-1794,2025-09-04T10:00:00.000+09:00
10,2643.풍납중학교 측면,16,160,37.52515793,127.11694336,ST-1795,2025-09-04T10:00:00.000+09:00
10,2644. 성내5교,14,140,37.50166702,127.13774109,ST-1796,2025-09-04T10:00:00.000+09:00
8,2645.잠실나들목2(엘스아파트136동),18,225,37.51621246,127.08434296,ST-1797,2025-09-04T10:00:00.000+09:00
12,2646.레이크펠리스101동앞,23,192,37.50775909,127.09129333,ST-1867,2025-09-04T10:00:00.000+09:00
7,2647.잠실 자전거 수리센터 앞,1,14,37.51100922,127.10114288,ST-1868,2025-09-04T10:00:00.000+09:00
30,2648.헬리오시티 112동 앞,20,67,37.49469757,127.10464478,ST-1869,2025-09-04T10:00:00.000+09:00
10,2649.오금공원사거리2,1,10,37.50544357,127.13233185,ST-1870,2025-09-04T10:00:00.000+09:00
7,2650.위례22단지 2208동 다리앞,34,486,37.47854996,127.13813782,ST-1871,2025-09-04T10:00:00.000+09:00
20,2651.경찰병원역 3번출구 앞,13,65,37.49612427,127.12480164,ST-1872,2025-09-04T10:00:00.000+09:00
41,2652.송파 레미니스1단지 102동 앞,8,20,37.50883102,127.13426208,ST-1873,2025-09-04T10:00:00.000+09:00
25,2653.올림픽공원사거리(선수촌아파트),2,8,37.51202011,127.12864685,ST-1874,2025-09-04T10:00:00.000+09:00
10,2654.올림픽선수촌아파트 136동 앞,3,30,37.50997543,127.13369751,ST-1875,2025-09-04T10:00:00.000+09:00
20,2655.송이공원,3,15,37.50057983,127.11884308,ST-1876,2025-09-04T10:00:00.000+09:00
10,2656.풍납동 아이파크 107동 앞,9,90,37.52480316,127.11463928,ST-1878,2025-09-04T10:00:00.000+09:00
10,2657.송파 파인타운 11단지 ,11,110,37.47916031,127.13219452,ST-1877,2025-09-04T10:00:00.000+09:00
10,2658.가락몰 업무동,27,270,37.49535751,127.11569214,ST-2409,2025-09-04T10:00:00.000+09:00
10,2659.서울친환경유통센터,2,20,37.49416733,127.10453033,ST-2410,2025-09-04T10:00:00.000+09:00
20,2702. 마곡 엠밸리2단지,26,130,37.56917953,126.81944275,ST-1727,2025-09-04T10:00:00.000+09:00
20,2703.서울도시가스 앞 ,13,65,37.54748535,126.87202454,ST-2018,2025-09-04T10:00:00.000+09:00
10,2704.홈플러스(강서점),22,220,37.55852127,126.85401154,ST-2020,2025-09-04T10:00:00.000+09:00
13,2706.강서공업고등학교 앞,26,200,37.57631683,126.81649780,ST-2022,2025-09-04T10:00:00.000+09:00
20,2707.한강아파트,55,275,37.57036972,126.84441376,ST-2023,2025-09-04T10:00:00.000+09:00
15,2708.강서한강자이타워 앞,8,53,37.56468201,126.84890747,ST-2024,2025-09-04T10:00:00.000+09:00
20,2709.강변아파트 310동 앞,28,140,37.56458664,126.85691833,ST-2025,2025-09-04T10:00:00.000+09:00
30,2710.라이품 공영주차장 앞,43,143,37.57131958,126.84166718,ST-2026,2025-09-04T10:00:00.000+09:00
9,2711.가로공원공영주차장 1번 출구,45,500,37.53736115,126.83744812,ST-2027,2025-09-04T10:00:00.000+09:00
18,2712.화곡터널입구교차로,17,94,37.53835678,126.84236145,ST-2028,2025-09-04T10:00:00.000+09:00
10,2713.우장초등학교 앞,37,370,37.54853439,126.84667206,ST-2029,2025-09-04T10:00:00.000+09:00
25,2715.마곡나루역 2번 출구 ,5,20,37.56692505,126.82743835,ST-2031,2025-09-04T10:00:00.000+09:00
20,2716.롯데 R&D 센터,4,20,37.57094193,126.82831573,ST-2032,2025-09-04T10:00:00.000+09:00
62,2717.LG유플러스 마곡사옥,14,23,37.56133652,126.83390045,ST-2033,2025-09-04T10:00:00.000+09:00
15,2718.마곡수명산파크1단지,35,233,37.55519104,126.83146667,ST-2034,2025-09-04T10:00:00.000+09:00
40,2719.마곡문화공원,9,23,37.56121063,126.83034515,ST-2035,2025-09-04T10:00:00.000+09:00
30,2720.힐스테이트에코,4,13,37.55965805,126.82960510,ST-2036,2025-09-04T10:00:00.000+09:00
12,2721.등촌1-10단지 교차로,18,150,37.56320572,126.83936310,ST-2037,2025-09-04T10:00:00.000+09:00
13,2723.마곡 필네이처,1,8,37.56089401,126.83669281,ST-2040,2025-09-04T10:00:00.000+09:00
25,2724.(재)FITI시험연구원,12,48,37.56848526,126.83856964,ST-2041,2025-09-04T10:00:00.000+09:00
20,2725.서울식물원 식물문화센터,4,20,37.56883621,126.83563232,ST-2042,2025-09-04T10:00:00.000+09:00
25,2727.서울식물원 잔디마당 앞,7,28,37.56392670,126.83064270,ST-2044,2025-09-04T10:00:00.000+09:00
30,2729.넥센 유니버시티 앞,3,10,37.56948471,126.82809448,ST-2046,2025-09-04T10:00:00.000+09:00
30,2730.마곡메가박스 앞,0,0,37.55912781,126.83495331,ST-2047,2025-09-04T10:00:00.000+09:00
20,2731.명덕고교,37,185,37.55524063,126.83471680,ST-2048,2025-09-04T10:00:00.000+09:00
14,2732.마곡수명산 1-2단지 ,30,214,37.55530930,126.82985687,ST-2049,2025-09-04T10:00:00.000+09:00
20,2733.마곡13단지 정문 앞,131,655,37.55863190,126.81991577,ST-2050,2025-09-04T10:00:00.000+09:00
10,2737.까치산역 3번 출구,19,190,37.53158951,126.84664154,ST-2054,2025-09-04T10:00:00.000+09:00
20,2739.수명산파크1단지교차로,90,450,37.55363083,126.82861328,ST-2056,2025-09-04T10:00:00.000+09:00
20,2740.마곡레포츠센터,19,95,37.57297516,126.83244324,ST-2057,2025-09-04T10:00:00.000+09:00
8,2741.마곡수명산파크5-6단지,17,213,37.55061722,126.82688141,ST-2058,2025-09-04T10:00:00.000+09:00
10,2742.강서구민올림픽체육센터,7,70,37.55990601,126.85042572,ST-2059,2025-09-04T10:00:00.000+09:00
25,2744.강서세무서 앞,33,132,37.56209183,126.82096863,ST-2411,2025-09-04T10:00:00.000+09:00
9,2745.수명초등학교,54,600,37.55255890,126.82311249,ST-2412,2025-09-04T10:00:00.000+09:00
10,2746.수명산파크 4단지 411동 앞,46,460,37.55134964,126.82493591,ST-2419,2025-09-04T10:00:00.000+09:00
30,2801. 대륭포스트타워1차,10,33,37.48437119,126.89542389,ST-1753,2025-09-04T10:00:00.000+09:00
10,2804.항동지구 6단지 602동 앞,33,330,37.47737503,126.82001495,ST-1944,2025-09-04T10:00:00.000+09:00
10,2805.구로자원순환센터 ,10,100,37.48250961,126.82575989,ST-1945,2025-09-04T10:00:00.000+09:00
10,2806.항동지구 4단지 입구,7,70,37.48259735,126.82645416,ST-1946,2025-09-04T10:00:00.000+09:00
10,2807.항동지구 1단지 105동 앞,18,180,37.48062897,126.82181549,ST-1947,2025-09-04T10:00:00.000+09:00
10,2808.항동지구 2단지 202동 앞,9,90,37.48080826,126.82190704,ST-1948,2025-09-04T10:00:00.000+09:00
10,2809.항동지구 11단지 1103동 앞,34,340,37.47790527,126.82311249,ST-1949,2025-09-04T10:00:00.000+09:00
10,2810.항동지구 3단지 311동 앞,40,400,37.47793961,126.82327271,ST-1950,2025-09-04T10:00:00.000+09:00
15,2812.항동프라자,32,213,37.47983170,126.82275391,ST-1952,2025-09-04T10:00:00.000+09:00
5,2813.항동지구 3단지 302동 앞,12,240,37.47937012,126.82546997,ST-1953,2025-09-04T10:00:00.000+09:00
10,2814.항동지구 10단지 1001동 앞,8,80,37.47934341,126.82563782,ST-1954,2025-09-04T10:00:00.000+09:00
12,2815.항동지구 7단지 정문,8,67,37.47603607,126.81658936,ST-1955,2025-09-04T10:00:00.000+09:00
5,2816.항동지구 8단지 803동옆(주차장입구),2,40,37.47473145,126.81700897,ST-1956,2025-09-04T10:00:00.000+09:00
10,2817.천왕이펜하우스5단지 앞,0,0,37.47989655,126.84037018,ST-1957,2025-09-04T10:00:00.000+09:00
14,2818.천왕이펜하우스3단지 앞,10,71,37.48223877,126.83853149,ST-1958,2025-09-04T10:00:00.000+09:00
20,2819.하늘숲초등학교 앞,51,255,37.48366547,126.84161377,ST-1959,2025-09-04T10:00:00.000+09:00
10,2820.신세기아파트 앞,31,310,37.49396515,126.85304260,ST-1960,2025-09-04T10:00:00.000+09:00
10,2821.청구아파트 앞,15,150,37.50119019,126.86353302,ST-1961,2025-09-04T10:00:00.000+09:00
14,2822.제니스스포츠 앞,15,107,37.50452042,126.87055206,ST-1962,2025-09-04T10:00:00.000+09:00
10,2823.중앙유통단지 앞,3,30,37.49981308,126.87431335,ST-1963,2025-09-04T10:00:00.000+09:00
10,2824.미래사랑어린이공원 앞,2,20,37.51006317,126.88956451,ST-1964,2025-09-04T10:00:00.000+09:00
10,2825.초롱타운 앞,21,210,37.49545288,126.88039398,ST-1965,2025-09-04T10:00:00.000+09:00
10,2826.가마산지하보도 옆,17,170,37.48864746,126.88047028,ST-1966,2025-09-04T10:00:00.000+09:00
8,2901.공릉동풍림아파트 101동,45,563,37.62981415,127.06650543,ST-2067,2025-09-04T10:00:00.000+09:00
12,2902.공릉풍림아파트 108동,40,333,37.62862015,127.06690979,ST-2068,2025-09-04T10:00:00.000+09:00
10,2903.월계초안아파트 1단지,26,260,37.63372803,127.04436493,ST-2069,2025-09-04T10:00:00.000+09:00
8,2904.중계3차청구아파트,1,13,37.65050507,127.07398224,ST-2070,2025-09-04T10:00:00.000+09:00
15,2907. 월계중학교,0,0,37.63074875,127.05310822,ST-2073,2025-09-04T10:00:00.000+09:00
20,2908. 광운대학교 중앙도서관,20,100,37.62000275,127.05856323,ST-2074,2025-09-04T10:00:00.000+09:00
13,2909. 석계역 3번 출구,25,192,37.61545944,127.06745148,ST-2075,2025-09-04T10:00:00.000+09:00
6,2910.도깨비시장,18,300,37.62289047,127.07365417,ST-2076,2025-09-04T10:00:00.000+09:00
7,2911.상계역중앙시장,0,0,37.65887070,127.07191467,ST-2077,2025-09-04T10:00:00.000+09:00
20,2912.대진고등학교,1,5,37.63815689,127.07326508,ST-2078,2025-09-04T10:00:00.000+09:00
17,2913.상계8동 주민센터,54,318,37.66712952,127.05176544,ST-2079,2025-09-04T10:00:00.000+09:00
10,2914.서울과학기술대학교(미래관),24,240,37.62950897,127.08103943,ST-2080,2025-09-04T10:00:00.000+09:00
35,2915.서울과학기술대학교(어학교육원),30,86,37.63489914,127.07767487,ST-2081,2025-09-04T10:00:00.000+09:00
10,2917.신창중학교 후문 맞은편 버스정류장,17,170,37.62807083,127.04692078,ST-2083,2025-09-04T10:00:00.000+09:00
16,2919.등나무 근린공원(시립북서울미술관 앞) ,7,44,37.64020538,127.06761932,ST-2085,2025-09-04T10:00:00.000+09:00
14,2920.상계중학교(당현2교사거리),9,64,37.65103531,127.06871033,ST-2086,2025-09-04T10:00:00.000+09:00
10,2921.중계역 2번출구,4,40,37.64587021,127.06562042,ST-2087,2025-09-04T10:00:00.000+09:00
10,3002.벽산상암스마트큐브 ,24,240,37.56504440,126.90360260,ST-2160,2025-09-04T10:00:00.000+09:00
5,3003.래미안신공덕3차아파트,7,140,37.54554749,126.95679474,ST-2161,2025-09-04T10:00:00.000+09:00
10,3005.마포구청 청사내,0,0,37.56624603,126.90218353,ST-2163,2025-09-04T10:00:00.000+09:00
10,3006. 상암월드컵파크5단지(상암중학교),6,60,37.57929993,126.88731384,ST-2164,2025-09-04T10:00:00.000+09:00
10,3007.MBC 앞,1,10,37.58198166,126.89044952,ST-2165,2025-09-04T10:00:00.000+09:00
10,3008.DMC역7번출구,0,0,37.57711411,126.89836121,ST-2166,2025-09-04T10:00:00.000+09:00
20,3009. 홍대입구역 사거리,2,10,37.55450058,126.92023468,ST-2167,2025-09-04T10:00:00.000+09:00
15,3010.홍대입구역 3번출구,3,20,37.55829620,126.92538452,ST-2168,2025-09-04T10:00:00.000+09:00
7,3013.서울지방고용노동청 앞,2,29,37.56760406,126.98725891,ST-2422,2025-09-04T10:00:00.000+09:00
8,3100. 북성초교,4,50,37.55739594,126.95216370,ST-1188,2025-09-04T10:00:00.000+09:00
15,3101. 서대문구청,2,13,37.57838058,126.93609619,ST-1189,2025-09-04T10:00:00.000+09:00
10,3102. 연희삼거리,3,30,37.56799698,126.93165588,ST-1190,2025-09-04T10:00:00.000+09:00
8,3103. 홍제삼거리 북측,14,175,37.58670044,126.94676971,ST-1491,2025-09-04T10:00:00.000+09:00
13,3104. e편한세상 신촌4단지 앞,10,77,37.55812836,126.95620728,ST-1492,2025-09-04T10:00:00.000+09:00
9,3105. 홍은센트레빌 아파트 앞,2,22,37.59714890,126.93852997,ST-1493,2025-09-04T10:00:00.000+09:00
10,3109.북한산더샾 106동 앞,27,270,37.59293365,126.94129181,ST-2194,2025-09-04T10:00:00.000+09:00
15,3110.홍은 현대아이파크 아파트 202동 앞,38,253,37.58928299,126.93694305,ST-2195,2025-09-04T10:00:00.000+09:00
10,3111.무악재역 4번 출구,2,20,37.58221054,126.95016479,ST-2196,2025-09-04T10:00:00.000+09:00
15,3113. 독립문 앞,7,47,37.57220459,126.95974731,ST-2199,2025-09-04T10:00:00.000+09:00
7,3114.충정로역 3번 출구,2,29,37.56046295,126.96552277,ST-2198,2025-09-04T10:00:00.000+09:00
20,3115.북아현 치안센터 인근,28,140,37.56145477,126.95574951,ST-2200,2025-09-04T10:00:00.000+09:00
10,3116.신촌역 4번출구,0,0,37.55550385,126.93720245,ST-2201,2025-09-04T10:00:00.000+09:00
10,3117.이화여대 인문관 인근,3,30,37.56406784,126.94532776,ST-2202,2025-09-04T10:00:00.000+09:00
10,3119.연희 브라운스톤 아파트 앞,11,110,37.56519699,126.92985535,ST-2204,2025-09-04T10:00:00.000+09:00
12,3120.DMC엘가아파트 앞,11,92,37.56983566,126.91809082,ST-2205,2025-09-04T10:00:00.000+09:00
15,3121.가좌삼거리,3,20,37.57065201,126.91298676,ST-2206,2025-09-04T10:00:00.000+09:00
20,3122.북가좌삼거리2,29,145,37.57428360,126.90646362,ST-2207,2025-09-04T10:00:00.000+09:00
30,3123.DMC파크뷰자이1단지 110동 앞,35,117,37.57225418,126.91510010,ST-2208,2025-09-04T10:00:00.000+09:00
20,3125.연희파크푸르지오아파트 앞,20,100,37.57564163,126.92782593,ST-2210,2025-09-04T10:00:00.000+09:00
10,3127.홍은2파출소 옆,28,280,37.58333588,126.93628693,ST-2212,2025-09-04T10:00:00.000+09:00
7,3128.동신병원 맞은편,11,157,37.58131790,126.93599701,ST-2213,2025-09-04T10:00:00.000+09:00
20,3129.DMC래미안e편한세상203동옆,30,150,37.57626343,126.91132355,ST-2214,2025-09-04T10:00:00.000+09:00
20,3130.가재울사거리,28,140,37.57455063,126.91826630,ST-2215,2025-09-04T10:00:00.000+09:00
15,3131.연가교 교차로,21,140,37.57215881,126.92118835,ST-2216,2025-09-04T10:00:00.000+09:00
10,3132.홍제교,7,70,37.59186172,126.94421387,ST-2217,2025-09-04T10:00:00.000+09:00
10,3134.SK리쳄블(서울아리수본부),4,40,37.56131744,126.96658325,ST-2219,2025-09-04T10:00:00.000+09:00
9,3201.당산skv1센터,5,56,37.53073502,126.89916992,ST-1972,2025-09-04T10:00:00.000+09:00
15,3202.당산롯데캐슬프레스티지,50,333,37.52869034,126.90386200,ST-1973,2025-09-04T10:00:00.000+09:00
10,3203.도림동배드민턴체육관,12,120,37.50611496,126.89859009,ST-1974,2025-09-04T10:00:00.000+09:00
10,3204.도림고가도로 밑,9,90,37.51124191,126.89818573,ST-1975,2025-09-04T10:00:00.000+09:00
10,3205.문래현대2차,27,270,37.52021790,126.88216400,ST-1976,2025-09-04T10:00:00.000+09:00
15,3206.문래동 주민센터,4,27,37.51707077,126.89908600,ST-1977,2025-09-04T10:00:00.000+09:00
12,3207.양남사거리1,1,8,37.52182770,126.88972473,ST-1978,2025-09-04T10:00:00.000+09:00
15,3211.신길 래미안 프레비뉴,1,7,37.50438309,126.90808868,ST-1982,2025-09-04T10:00:00.000+09:00
10,3212.신풍역 6번출구,3,30,37.50025558,126.91215515,ST-1983,2025-09-04T10:00:00.000+09:00
10,3214.영등포 푸르지오 아파트 A,23,230,37.51202393,126.90105438,ST-1985,2025-09-04T10:00:00.000+09:00
15,3215.강변삼성래미안,38,253,37.52974319,126.90782928,ST-1986,2025-09-04T10:00:00.000+09:00
10,3219.영등포역 1번출구,6,60,37.51484680,126.90773010,ST-1990,2025-09-04T10:00:00.000+09:00
